,methods,pos_neg_ref,accuracy,precision,recall,f1 scores,AUC,FID,densities,coverages
0,BaseClassifier,20,0.686,0.078,0.34,0.127,0.526,1.5047919766812754,0.9949123798756359,0.9836065573770492
1,MultirefBlock,20,0.67,0.123,0.642,0.207,0.714,1.5625096803305212,0.9859616764012706,0.9787888103289272
2,MultirefSVMBlock,20,0.681,0.133,0.684,0.223,0.757,1.4010112337293208,0.9905545399146862,0.9804996953077392
3,BaseClassifier,40,0.187,0.067,0.86,0.124,0.499,19.38008297845323,0.8979885057471264,0.7744252873563219
4,MultirefBlock,40,0.702,0.153,0.764,0.255,0.81,1.3929398641328419,0.9903932752927048,0.978084659261483
5,MultirefSVMBlock,40,0.672,0.14,0.758,0.236,0.781,1.4716985544494605,0.9779242519355513,0.980225988700565
6,BaseClassifier,60,0.083,0.066,0.961,0.123,0.49,58.3350374884877,0.7936507936507936,0.7047619047619048
7,MultirefBlock,60,0.684,0.156,0.839,0.262,0.834,1.5266705129079696,0.994362668336987,0.9743188224240527
8,MultirefSVMBlock,60,0.709,0.165,0.821,0.274,0.838,1.2952970525521152,0.9818818818818819,0.9846846846846847
9,BaseClassifier,80,0.733,0.051,0.17,0.079,0.472,1.802816254533468,0.9652420185375901,0.9827497425334707
10,MultirefBlock,80,0.666,0.153,0.884,0.261,0.861,1.676984586978847,0.9858895039617931,0.9726473461413221
11,MultirefSVMBlock,80,0.675,0.157,0.881,0.267,0.858,1.6411087906026012,0.982703395259449,0.9753363228699552
12,BaseClassifier,100,0.237,0.059,0.699,0.109,0.451,17.60220085146321,0.9778621125869702,0.7419354838709677
13,MultirefBlock,100,0.714,0.179,0.907,0.298,0.886,1.464654188312295,0.9909008189262966,0.9766454352441614
14,MultirefSVMBlock,100,0.709,0.171,0.866,0.285,0.854,1.4719008425245477,0.9889965677367252,0.9733494851605088
